ID	DOCULECT	CONCEPT	VALUE	TOKENS	LANGID	COGID	ALIGNMENT	CONCEPT_PORTUGUESE	CONCEPTICON_ID	CONCEPT_ORIGINAL_LISTS	SOURCE
948	Baniwa_Hohoodene	SKIN	ɽija	ɽ i j a	4	725	ɽ i j a - - - - - -	pele	763	skin	Bruzzi Alves da Silva 1961
949	Baniwa_Dzurema	SKIN	ɽitsótà	ɽ i ts o t a	2	2020		pele	763	skin	Bruzzi Alves da Silva 1961
950	Baniwa_Mauliene	SKIN	ɽija	ɽ i j a	8	725	ɽ i j a - - - - - -	pele	763	skin	Bruzzi Alves da Silva 1961
951	Koripako_Kumadene	SKIN	ɽiːɽo	ɽ iː ɽ o	7	163	- - ɽ iː ɽ o - - - - - - -	pele	763	skin	Bruzzi Alves da Silva 1961
952	Tariana_Kumadene	SKIN	liːamɪ	l iː a m ɪ	6	725	l iː - a m ɪ - - - -	pele	763	skin	Bruzzi Alves da Silva 1961
953	Tariana_Bruzzi	SKIN	ɾija	ɾ i j a	12	725	ɾ i j a - - - - - -	pele	763	skin	Bruzzi Alves da Silva 1961
954	Koripako_aha	SKIN	liːa	l iː a	1	725	l iː - a - - - - - -	pele	763	skin	Granadillo 2006
955	Koripako_ehe	SKIN	likutsi	l i k u ts i	3	1428		pele	763	skin	Granadillo 2006
956	Koripako_oho	SKIN	liːa	l iː a	10	725	l iː - a - - - - - -	pele	763	skin	Granadillo 2006
959	Koripako_name	SKIN	liːa	l iː a	9	725	l iː - a - - - - - -	pele	763	skin	Granadillo 2006
960	Werekena_Baniva	SKIN	maːta	m aː t a	13	726		pele	763	skin	Bruzzi Alves da Silva 1961
2873	Achagua	SKIN	íimanaʃi	í i m a n a ʃ i	1	725	- í - i m a n a ʃ i		763	skin	Melendez 2011
2875	Baniwa	SKIN	-ja	j a	2	725	- - j a - - - - - -		763	skin	Ramirez 2001
2877	Baré	SKIN		i 'i d a	3	725	i 'i d a - - - - - -		763	skin	Oliveira 93
2879	Kabiyari	SKIN	íʔa-mi	í ʔ a m i	4	725	- í ʔ a m i - - - -		763	skin	Epps
2881	Piapoco	SKIN	ímami	í m a m i	5	725	- - - í m a m i - -		763	skin	Epps
2885	Resigaro	SKIN		_ ( p e l e ) _	6	724			763	skin	Epps
2887	Resigaro	SKIN	eémú	e é m ú	6	725	- e - é m ú - - - -		763	skin	Epps
2889	Tariana	SKIN		d í j a	7	725	d í j a - - - - - -		763	skin	Aikhenvald 2001
2891	Yukuna	SKIN	ímaji	í m a h i	9	725	- - - í m a h i - -		763	skin	Epps
2893	Warekena	SKIN		n u m a t a	8	726			763	skin	Aikhenvald 2012
2895	Warekena	SKIN		w i t u	8	729			763	skin	Aikhenvald 2012
5056	Kauixana	SKIN	aʔl(h)a	a ʔ l [ h ] a	15	21593	a ʔ l [ h ] a	pele			
6155	Yumana	SKIN	mátʃe	m á tʃ e	16	726	m á tʃ e	pele			Ramirez 2020
975	Baniwa_Waliperidakenai	SLEEP	numaka	n u m a k a	11	21594	- n u - m a k a - - - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
976	Baniwa_Hohoodene	SLEEP	wemaːka	w e m aː k a	4	21594	- - w e m aː k a - - - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
977	Baniwa_Dzurema	SLEEP	w̥ʰɛmaːka	wʰ ɛ m aː k a	2	21594	- - wʰ ɛ m aː k a - - - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
978	Baniwa_Mauliene	SLEEP	nuimaka	n u i m a k a	8	21594	- n u i m a k a - - - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
979	Koripako_Kumadene	SLEEP	wemaːka	w e m aː k a	7	21594	- - w e m aː k a - - - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
980	Tariana_Kumadene	SLEEP	wɛːmanĩpɛ	w ɛː m a n ĩ p ɛ	6	21594	- - w ɛː m a - - n ĩ p ɛ	dormir	1585	sleep	Bruzzi Alves da Silva 1961
983	Baniwa_Kowaidakenai	SLEEP	nimaːka	n i m aː k a	5	21594	- n - i m aː k a - - - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
984	Baniwa_Dzawinai	SLEEP	nimaːka	n i m aː k a	14	21594	- n - i m aː k a - - - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
985	Tariana_Bruzzi	SLEEP	tupemawãni	t u p e m a w ã n i	12	21594	t u p e m a w ã n i - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
986	Koripako_aha	SLEEP	imaːkada	i m aː k a d a	1	21594	- - - i m aː k a d a - -	dormir	1585	sleep	Granadillo 2006
987	Koripako_ehe	SLEEP	maketi	m a k e t i	3	21594	- - - - m a k e t i - -	dormir	1585	sleep	Granadillo 2006
988	Koripako_oho	SLEEP	imaːkete	i m aː k e t e	10	21594	- - - i m aː k e t e - -	dormir	1585	sleep	Granadillo 2006
989	Koripako_name	SLEEP	pemaːka	p e m aː k a	9	21594	- - p e m aː k a - - - -	dormir	1585	sleep	Granadillo 2006
990	Werekena_Baniva	SLEEP	nutʃimami	n u tʃ i m a m i	13	21594	n u tʃ i m a - - m i - -	dormir	1585	sleep	Bruzzi Alves da Silva 1961
2897	Achagua	SLEEP	máairi	m á a i r i	1	21594	- - - - m á - a - i r i		1585	sleep	Melendez 2011
2899	Baniwa	SLEEP	-ímaa	í m aa	2	21594	- - - í m aa - - - - - -		1585	sleep	Ramirez 2001
2901	Baré	SLEEP		d u m a	3	21594	- - d u m a - - - - - -		1585	sleep	Oliveira 93
2903	Kabiyari	SLEEP	imáa	i m á a	4	21594	- - - i m á - a - - - -		1585	sleep	Epps
2907	Piapoco	SLEEP	imáca	i m á k a	5	21594	- - - i m á - - k a - -		1585	sleep	Epps
2909	Resigaro	SLEEP	ímú	í m ú	6	21594	- - - í m ú - - - - - -		1585	sleep	Epps
2911	Tariana	SLEEP		d í: m a	7	21594	- - d í: m a - - - - - -		1585	sleep	Aikhenvald 2001
2913	Yukuna	SLEEP	kamátakajo	k a m á t a k a h o	9	21594	k a - - m á t a k a h o		1585	sleep	Epps
2915	Warekena	SLEEP		tʃ i m a	8	21594	- - tʃ i m a - - - - - -		1585	sleep	Aikhenvald 2012
2917	Warekena	SLEEP		ts e m a	8	21594	- - ts e m a - - - - - -		1585	sleep	Aikhenvald 2012
5025	Kauixana	SLEEP	ímaka	í m a k a	15	21594	- - - í m a k a - - - -	dormir			
6123	Yumana	SLEEP	ima-ka	i m a- k a	16	21594	- - - i m a- k a - - - -	dormir			Ramirez 2020
6215	Passé	SLEEP	ima-ta	i m a- t a	17	21594	- - - i m a- t a - - - -	dormir			Ramirez 2020
991	Baniwa_Waliperidakenai	SMALL	tsuːdaɽi	ts uː d a ɽ i	11	746	ts uː d a ɽ i - - - - - -	pequeno	1246	small	Bruzzi Alves da Silva 1961
992	Baniwa_Hohoodene	SMALL	tsoːdaɽi	ts oː d a ɽ i	4	746	ts oː d a ɽ i - - - - - -	pequeno	1246	small	Bruzzi Alves da Silva 1961
995	Baniwa_Dzurema	SMALL	tsoːdaɽi	ts oː d a ɽ i	2	746	ts oː d a ɽ i - - - - - -	pequeno	1246	small	Bruzzi Alves da Silva 1961
996	Baniwa_Mauliene	SMALL	tsuːkatsani	ts uː k a ts a n i	8	746	ts uː - - - - k a ts a n i	pequeno	1246	small	Bruzzi Alves da Silva 1961
997	Koripako_Kumadene	SMALL	tsuːdaɽi	ts uː d a ɽ i	7	746	ts uː d a ɽ i - - - - - -	pequeno	1246	small	Bruzzi Alves da Silva 1961
998	Baniwa_Kowaidakenai	SMALL	teaʃeɽi	t e a ʃ e ɽ i	5	60		pequeno	1246	small	Bruzzi Alves da Silva 1961
999	Baniwa_Dzawinai	SMALL	tsuːdaɽi	ts uː d a ɽ i	14	746	ts uː d a ɽ i - - - - - -	pequeno	1246	small	Bruzzi Alves da Silva 1961
1000	Tariana_Bruzzi	SMALL	tukituki	t u k i t u k i	12	164	t u k i t u k - i	pequeno	1246	small	Bruzzi Alves da Silva 1961
1001	Werekena_Baniva	SMALL	tsuiteɾi	ts u i t e ɾ i	13	746	ts u - i t e ɾ - i - - -	pequeno	1246	small	Bruzzi Alves da Silva 1961
2919	Achagua	SMALL	píituituu	p i: t u i t u:	1	167	p i: t u - i t - u:		1246	small	Melendez 2011
2921	Baniwa	SMALL	tsúu	ts ú u	2	746	ts ú - u - - - - - - - -		1246	small	Ramirez 2001
2923	Baré	SMALL		a w e h e t i	3	741			1246	small	Oliveira 93
2925	Kabiyari	SMALL	karitʃhũĩ	k a r i tʃh ũ ĩ	4	166	k a r i tʃh ũ - - ĩ		1246	small	Epps
2929	Piapoco	SMALL	achúméeri	a tʃ ú m é: ɾ i	5	165	- a tʃ ú m é: ɾ - i		1246	small	Epps
2933	Tariana	SMALL		ts ú i t e	7	746	ts ú - i t e - - - - - -		1246	small	Aikhenvald 2001
2935	Yukuna	SMALL	kamuʔuhini	k a m u ʔ u h i n i	9	747			1246	small	Schauer 2005
2937	Warekena	SMALL		ts u i t u i ɾ i	8	746	ts u - i t u i ɾ i - - -		1246	small	Aikhenvald 2012
6205	Passé	SMALL	ani	a n i	17	239	a n i	pequeno			Ramirez 2020
994	Achagua	DIE	máanalii	m a: n a l i:	1	177			1494	die	Melendez 2011
1006	Baniwa	DIE	malíome	m a l í o m e	2	72	m a l í o m e - - - -		1494	die	Ramirez 2001
1018	Baré	DIE		d a w i k a	3	180	d a w i k a		1494	die	Oliveira 93
1030	Kabiyari	DIE	mikuu	m i k uu	4	74	- - m i k uu		1494	die	Epps
1044	Piapoco	DIE	étácawa	é t á k a w a	5	313	- - - é t á k a w a ( - - - - )		1494	die	Epps
1056	Resigaro	DIE	kainée-ǰú	k a i n é e _ dʒ ú	6	182			1494	die	Allin 1979
1068	Tariana	DIE		d í p a	7	241	d - í p a - -		1494	die	Aikhenvald 2001
1080	Yukuna	DIE	taka'akaje	t a k a ʔ a k a h e	9	313	- - - - t a k a ʔ a ( k a h e )		1494	die	Epps
1092	Warekena	DIE		w i j u a	8	321	w i j u a - - - - - - - -		1494	die	Aikhenvald 2012
2092	Baniwa_Waliperidakenai	DIE	ɽidzɛːkʰi	ɽ i dz ɛː kʰ i	11	28	( ɽ ) i dz ɛː - - - - kʰ i - - -	morrer	1494	die	Bruzzi Alves da Silva 1961
2094	Baniwa_Hohoodene	DIE	padzaːmika	p a dz aː m i k a	4	28	( p ) a dz aː m i - - k a - - -	morrer	1494	die	Bruzzi Alves da Silva 1961
2096	Baniwa_Dzurema	DIE	ɽidzɐːmika	ɽ i dz ɐː m i k a	2	28	( ɽ ) i dz ɐː m i - - k a - - -	morrer	1494	die	Bruzzi Alves da Silva 1961
2098	Baniwa_Mauliene	DIE	maɽiomakanɛ	m a ɽ i o m a k a n ɛ	8	72	m a ɽ i o m a k a n ɛ	morrer	1494	die	Bruzzi Alves da Silva 1961
2100	Koripako_Kumadene	DIE	majemeka	m a j e m e k a	7	28	( m ) a j e m e - - k a - - -	morrer	1494	die	Bruzzi Alves da Silva 1961
2102	Tariana_Kumadene	DIE	wajamenĩpɛ	w a j a m e n ĩ p ɛ	6	28	( w ) a j a m e n ĩ p ɛ - - -	morrer	1494	die	Bruzzi Alves da Silva 1961
2104	Baniwa_Kowaidakenai	DIE	nuthẽːtaka	n u tʰ ẽː t a k a	5	313	n u tʰ ẽː t a k a - - ( - - - - )	morrer	1494	die	Bruzzi Alves da Silva 1961
2106	Baniwa_Dzawinai	DIE	nudzaːmika	n u dz aː m i k a	14	28	( n ) u dz aː m i - - k a - - -	morrer	1494	die	Bruzzi Alves da Silva 1961
2110	Tariana_Bruzzi	DIE	lijamĩnʊkalia	l i j a m ĩ n ʊ k a l i a	12	28	( l ) i j a m ĩ n ʊ k a l i a	morrer	1494	die	Bruzzi Alves da Silva 1961
2112	Koripako_aha	DIE	iːjamikada	iː j a m i k a d a	1	28	( - ) iː j a m i - - k a d a -	morrer	1494	die	Granadillo 2006
2114	Koripako_ehe	DIE	dzaːmikhethi	dz aː m i kʰ e tʰ i	3	28	( - ) - dz aː m i - - kʰ e tʰ i -	morrer	1494	die	Granadillo 2006
2116	Koripako_oho	DIE	idzaːmiketi	i dz aː m i k e t i	10	28	( - ) i dz aː m i - - k e t i -	morrer	1494	die	Granadillo 2006
2118	Koripako_name	DIE	majaonka	m a j a o n k a	9	28		morrer	1494	die	Granadillo 2006
2120	Werekena_Baniva	DIE	nuiwa	n u i w a	13	321	n u i w a - - - - - - - -	morrer	1494	die	Bruzzi Alves da Silva 1961
5040	Kauixana	DIE	tho(o)ma	t h o [ o ] m a 	15	21514	t h o [ o ] m a 	morrer			
5091	Kauixana	DIE	t(h)aoma	t [ h ] ao m a	15	21514	t [ h ] ao m a				
6164	Yumana	DIE	sjavakami	s j a v a k a m i	16	242	s j a v a k a m i	morrer			Ramirez 2020
6168	Yumana	DIE	niapumí	n ia p u m í	16	240	n ia p u m í	morrer			Ramirez 2020
6169	Yumana	DIE	japumi	j a p u m i	16	240	j a p u m i	morrer			Ramirez 2020
6171	Yumana	DIE	neapa	n ea p a	16	241	n - ea p a - -	morrer			Ramirez 2020
6212	Passé	DIE	ekiapanu	e k ia p a n u	17	241	e k ia p a n u	morrer			Ramirez 2020
1005	Baniwa_Hohoodene	BIG	makadaɽi	m a k a d a ɽ i	4	21500	- - m a k a d a ɽ i	grande	1202	big	Bruzzi Alves da Silva 1961
1017	Baniwa_Dzurema	BIG	makadaɽi	m a k a d a ɽ i	2	21500	- - m a k a d a ɽ i	grande	1202	big	Bruzzi Alves da Silva 1961
1029	Baniwa_Mauliene	BIG	makádaɽi	m a k a d a ɽ i	8	21500	- - m a k a d a ɽ i	grande	1202	big	Bruzzi Alves da Silva 1961
1043	Koripako_Kumadene	BIG	makadaɽi	m a k a d a ɽ i	7	21500	- - m a k a d a ɽ i	grande	1202	big	Bruzzi Alves da Silva 1961
1055	Baniwa_Kowaidakenai	BIG	mahmiɽi	m a mʰ i ɽ i	5	45	m a mʰ i - - ( ɽ i )	grande	1202	big	Bruzzi Alves da Silva 1961
1067	Baniwa_Dzawinai	BIG	hanipa	h a n i p a	14	44	h a n i - ( p a )	grande	1202	big	Bruzzi Alves da Silva 1961
1079	Tariana_Bruzzi	BIG	hanʊ̃ĩtɛ	h a n ʊ̃ ĩ t ɛ	12	44	h a n ʊ̃ ĩ ( t ɛ )	grande	1202	big	Bruzzi Alves da Silva 1961
1091	Koripako_aha	BIG	makadali	m a k a d a l i	1	21500	- - m a k a d a l i	grande	1202	big	Granadillo 2006
1103	Koripako_ehe	BIG	maniri	m a n i ɾ i	3	45	m a n i - - ( ɾ i )	grande	1202	big	Granadillo 2006
1115	Koripako_oho	BIG	makadale	m a k a d a l e	10	21500	- - m a k a d a l e	grande	1202	big	Granadillo 2006
1127	Koripako_name	BIG	makadali	m a k a d a l i	9	21500	- - m a k a d a l i	grande	1202	big	Granadillo 2006
1139	Werekena_Baniva	BIG	tsuteɾi	ts u t e ɾ i	13	2000		grande	1202	big	Bruzzi Alves da Silva 1961
2153	Achagua	BIG	máanuii	m aa n u ii	1	45	m aa n u - ii ( - - )		1202	big	Melendez 2011
2175	Baniwa	BIG	maka-	m a k a	2	21500	- - m a k a - - - -		1202	big	Ramirez 2001
2197	Baré	BIG		k u m a ɾ e h e	3	183	k u m a ɾ e h e		1202	big	Oliveira 93
2219	Kabiyari	BIG	manuʔú	m a n u ʔ ú	4	45	m a n u ʔ ú ( - - )		1202	big	Epps
2241	Piapoco	BIG	manuíri	m a n u í ɾ i	5	45	m a n u - í ( ɾ i )		1202	big	Epps
2263	Resigaro	BIG	ǰiǰá?aamí	dʒ i dʒ á ʔ aa m í	6	54	dʒ i dʒ á ʔ aa m í - - - - - -		1202	big	Allin 1979
2285	Tariana	BIG		h a n ú i t e	7	44	h a n ú i ( t e )		1202	big	Aikhenvald 2001
2309	Yukuna	BIG	ñópo'ojlo	ɲ ó p o ʔ o h l o	9	21498	ɲ ó p o ʔ o h l o		1202	big	Epps
2331	Warekena	BIG		i ɾ u a m i	8	56			1202	big	Aikhenvald 2012
2353	Warekena	BIG		j a ɾ u t e	8	39	j a ɾ u - - t e		1202	big	Aikhenvald 2012
5032	Kauixana	BIG	dɨɾɨɾɨ-ma-si	d ɨ ɾ ɨ ɾ ɨ - ma - si	15	21501	d ɨ ɾ ɨ ɾ ɨ - ma - si	grande			
5081	Kauixana	BIG	poʔɾí	p o ʔ ɾ í	15	21498	- - p o ʔ - - ɾ í				
5082	Kauixana	BIG	maɾé	m a ɾ é	15	183	- - m a ɾ é - -				
5083	Kauixana	BIG	ka-maka-hɨ	k a- m a k a- h ɨ	15	21500	k a- m a k a- h ɨ - -				
6157	Yumana	BIG	katʃu[juju]	k a tʃ u [ j u j u ]	16		k a tʃ u [ j u j u ]	grande			Ramirez 2020
6159	Yumana	BIG	mare	m a r e	16	183	- - m a r e - -	grande			Ramirez 2020
6248	Passé	BIG	mo[o]ré	m o [ o ] r é	17	183	m o [ o ] r é	grande			Ramirez 2020
1015	Baniwa_Waliperidakenai	SMOKE (EXHAUST)	itamɐna	i t a m ɐ n a	11	168	- - - - - i t a - - m ɐ n a	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1016	Baniwa_Hohoodene	SMOKE (EXHAUST)	iːta	iː t a	4	168	- - - - - iː t a - - - - - -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1019	Baniwa_Dzurema	SMOKE (EXHAUST)	tidzɛetaka	t i dz ɛ # e t a k a	2	168	t i dz ɛ # e t a k a - - - -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1020	Baniwa_Mauliene	SMOKE (EXHAUST)	itha	i tʰ a	8	168	- - - - - i tʰ a - - - - - -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1021	Koripako_Kumadene	SMOKE (EXHAUST)	ɽipaːka	ɽ i p aː k a	7	168	- - - - ɽ i p aː k a - - - -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1022	Baniwa_Kowaidakenai	SMOKE (EXHAUST)	ɽitaːka	ɽ i t aː k a	5	168	- - - - ɽ i t aː k a - - - -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1023	Baniwa_Dzawinai	SMOKE (EXHAUST)	itaː	i t aː	14	168	- - - - - i t aː - - - - - -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1024	Tariana_Bruzzi	SMOKE (EXHAUST)	itʃa	i tʃ a	12	168	- - - - - - - i tʃ a - - - -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
1025	Koripako_aha	SMOKE (EXHAUST)	itakati	i t a k a t i	1	168	- - - - - i t a k a t i - -	fumaça	778	smoke	Granadillo 2006
1026	Koripako_ehe	SMOKE (EXHAUST)	tamana	t a m a n a	3	168	- - - - - - t a - - m a n a	fumaça	778	smoke	Granadillo 2006
1027	Koripako_oho	SMOKE (EXHAUST)	litaːka	l i t aː k a	10	168	- - - - l i t aː k a - - - -	fumaça	778	smoke	Granadillo 2006
1028	Koripako_name	SMOKE (EXHAUST)	liːtaka	l iː t a k a	9	168	- - - - l iː t a k a - - - -	fumaça	778	smoke	Granadillo 2006
1031	Werekena_Baniva	SMOKE (EXHAUST)	sjaɾiɾi	s j a ɾ i ɾ i	13	168	- - - - - - s j a ɾ i ɾ i -	fumaça	778	smoke	Bruzzi Alves da Silva 1961
2939	Achagua	SMOKE (EXHAUST)	íisaninaa	í i s a n i n aa	1	168	- - - - í i s a - n i n aa -		778	smoke	Melendez 2011
2941	Baniwa	SMOKE (EXHAUST)	íitta	í i tt a	2	168	- - - - í i tt a - - - - - -		778	smoke	Ramirez 2001
2943	Baré	SMOKE (EXHAUST)		pʰ u k u k u	3	750			778	smoke	Oliveira 93
2945	Kabiyari	SMOKE (EXHAUST)	ít̪a-ri	í t̪ a r i	4	168	- - - - - í t̪ a - r i - - -		778	smoke	Epps
2947	Piapoco	SMOKE (EXHAUST)		s a m à n a	5	168	- - - - - - s a - - m à n a		778	smoke	H&R 1992
2951	Resigaro	SMOKE (EXHAUST)	iítshú	i í tsʰ ú	6	168	- - - - i í tsʰ ú - - - - - -		778	smoke	Epps
2953	Tariana	SMOKE (EXHAUST)		d i s í t a	7	168	- - - - d i s í - - - t a -		778	smoke	Aikhenvald 2001
2955	Yukuna	SMOKE (EXHAUST)	ija	i h a	9	168	- - - - - - i h a - - - - -		778	smoke	Epps
2957	Warekena	SMOKE (EXHAUST)		ʃ i a ɾ i ɾ i	8	168	- - - - - - ʃ i a ɾ i ɾ i -		778	smoke	Aikhenvald 2012
2959	Warekena	SMOKE (EXHAUST)		a ʃ i _ ʃ j a l i ɾ i	8	168	- - a ʃ i _ ʃ j a l i ɾ i -		778	smoke	Aikhenvald 2012
2961	Warekena	SMOKE (EXHAUST)		ʃ j a ɾ i ɾ i	8	168	- - - - - - ʃ j a ɾ i ɾ i -		778	smoke	Aikhenvald 2012
5030	Kauixana	SMOKE (EXHAUST)	tʃeʔpaɾí	tʃ e ʔ p a ɾ í	15	21596	tʃ e ʔ p a ɾ í	fumaça			
6021	Kauixana	SMOKE (EXHAUST)	kepaɾí	k e p a ɾ í	15	21596	k e - p a ɾ í				
1085	Baniwa_Waliperidakenai	STAND	ɽiemaka	ɽ i e m a k a	11	1539	( ɽ i ) e m a k a - - -	de pé	1442	standing	Bruzzi Alves da Silva 1961
1086	Baniwa_Hohoodene	STAND	pueːma	p u eː m a	4	1539	( p u ) eː m a - - - - -	de pé	1442	standing	Bruzzi Alves da Silva 1961
1087	Baniwa_Dzurema	STAND	nuémaka	n u e m a k a	2	1539	( n u ) e m a k a - - -	de pé	1442	standing	Bruzzi Alves da Silva 1961
1088	Baniwa_Mauliene	STAND	nuémakawa	n u e m a k a w a	8	1539	( n u ) e m a k a w a -	de pé	1442	standing	Bruzzi Alves da Silva 1961
1089	Koripako_Kumadene	STAND	ɽiumakawa	ɽ i u m a k a w a	7	1539	( ɽ i ) u m a k a w a -	de pé	1442	standing	Bruzzi Alves da Silva 1961
1090	Koripako_aha	STAND	jeːmakaita	j eː m a k a i t a	1	1539	( j - ) eː m a k a i t a	de pé	1442	standing	Granadillo 2006
1093	Koripako_ehe	STAND	eːmaketi	eː m a k e t i	3	1539	( - - ) eː m a k e t i -	de pé	1442	standing	Granadillo 2006
1094	Koripako_oho	STAND	jeːmakete	j eː m a k e t e	10	1539	( j - ) eː m a k e t e -	de pé	1442	standing	Granadillo 2006
1095	Koripako_name	STAND	weːmaka	w eː m a k a	9	1539	( w - ) eː m a k a - - -	de pé	1442	standing	Granadillo 2006
1096	Werekena_Baniva	STAND	teatʃia	t e a tʃ i a	13	761	t e a tʃ i a	de pé	1442	standing	Bruzzi Alves da Silva 1961
2963	Achagua	STAND	bárueriu	b a r u e r i u	1	762			778	stand	Melendez 2011
2965	Baniwa	STAND	-éema	é e m a	2	1539	( - é ) e m a - - - - -		778	stand	Ramirez 2001
2967	Baré	STAND		k a d u m a	3	763			778	stand	Oliveira 93
2969	Kabiyari	STAND	patʃha	p a tʃh a	4	761	p - a tʃh - a		778	stand	Epps
2975	Piapoco	STAND	bàlùanícawa	b à l ù a n í c a w a	5	762			778	stand	Epps
2977	Resigaro	STAND	-i?tóṇú	i ʔ t ó ṇ ú	6	51	i ʔ t ó ṇ ú - - - - - -		778	stand	H&R 1992
2979	Tariana	STAND		d i é m a	7	1539	( d i ) é m a - - - - -		778	stand	Aikhenvald 2001
2981	Yukuna	STAND	táraʔakaho	t á r a ʔ a k a h o	9	51	- - t á r a ʔ a k a h o		778	stand	Schauer 2005
2983	Warekena	STAND		a tʃ i a	8	761	- - a tʃ i a		778	stand	Aikhenvald 2012
2985	Warekena	STAND		n a k a	8	767	n a - - - k a - -		778	stand	Aikhenvald 2012
5020	Kauixana	STAND	tawana	t a w a n a	15	21597	t a w a n a	de pé			
6029	Kauixana	STAND		t o lh ae m a	15	51	- - t o lh ae m a - - - -		0		
1097	Baniwa_Waliperidakenai	STAR	hiwiʃi	h i w i ʃ i	11	775	h i w i ʃ i - - -	estrela	1430	star	Bruzzi Alves da Silva 1961
1098	Baniwa_Hohoodene	STAR	hiwiʃi	h i w i ʃ i	4	775	h i w i ʃ i - - -	estrela	1430	star	Bruzzi Alves da Silva 1961
1099	Baniwa_Dzurema	STAR	hiwiʃída	h i w i ʃ í d a	2	775	h i w i ʃ í - d a	estrela	1430	star	Bruzzi Alves da Silva 1961
1100	Baniwa_Mauliene	STAR	hiwiʃída	h i w i ʃ í d a	8	775	h i w i ʃ í - d a	estrela	1430	star	Bruzzi Alves da Silva 1961
1101	Koripako_Kumadene	STAR	hiwiʐide	h i w i ʐ i d e	7	775	h i w i ʐ i - d e	estrela	1430	star	Bruzzi Alves da Silva 1961
1102	Tariana_Kumadene	STAR	waɾiwaðɐpɛ	w a ɾ i w a ð ɐ p ɛ	6	91		estrela	1430	star	Bruzzi Alves da Silva 1961
1105	Baniwa_Kowaidakenai	STAR	hiwiʃi	h i w i ʃ i	5	775	h i w i ʃ i - - -	estrela	1430	star	Bruzzi Alves da Silva 1961
1106	Baniwa_Dzawinai	STAR	hiwisi	h i w i s i	14	775	h i w i s i - - -	estrela	1430	star	Bruzzi Alves da Silva 1961
1107	Tariana_Bruzzi	STAR	waɾipɛɾa	w a ɾ i p ɛ ɾ a	12	91		estrela	1430	star	Bruzzi Alves da Silva 1961
1108	Koripako_aha	STAR	hivisrida	h i v i s ɾ i d a	1	775	h i v i s ɾ i d a	estrela	1430	star	Granadillo 2006
1109	Koripako_ehe	STAR	hivishi	h i v i ʃ i	3	775	h i v i ʃ i - - -	estrela	1430	star	Granadillo 2006
1110	Koripako_oho	STAR	hivisrida	h i v i s ɾ i d a	10	775	h i v i s ɾ i d a	estrela	1430	star	Granadillo 2006
1111	Koripako_name	STAR	hivisrida	h i v i s ɾ i d a	9	775	h i v i s ɾ i d a	estrela	1430	star	Granadillo 2006
1112	Werekena_Baniva	STAR	wiminaɽi	w i m i n a ɽ i	13	1556		estrela	1430	star	Bruzzi Alves da Silva 1961
2987	Achagua	STAR	sáalii	s á a l ii	1	16			1430	star	Melendez 2011
2989	Baniwa	STAR	hiwírhi	h i w í rh i	2	775	h i w í - - - - rh i - - - -		1430	star	Ramirez 2001
2991	Baré	STAR		ʰw i n a d i	3	775	- - ʰw i - - n a d i - - - -		1430	star	Oliveira 93
2993	Kabiyari	STAR	wirínhu	w i r í nʰ u	4	775	- - w i - - - - r í nʰ u - -		1430	star	Epps
2997	Piapoco	STAR	dùlupùta	d ù l u p ù t a	5	772			1430	star	Epps
2999	Resigaro	STAR	hivíigí	h i v í i g í	6	775	h i v í - - - i g í - - - -		1430	star	Epps
3001	Tariana	STAR		w a l i p é ɾ a	7	775	- - w - - - - a l i p é ɾ a		1430	star	Aikhenvald 2001
3003	Yukuna	STAR	iwijrí	i w i h ɾ í	9	775	- i w i - - - h ɾ í - - - -		1430	star	Epps
3005	Warekena	STAR		w i m i n a ɾ i	8	775	- - w i m i n a ɾ i - - - -		1430	star	Aikhenvald 2012
6009	Kauixana	STAR	piɾíto	p i ɾ í t o	15	21599	p i ɾ í t o	estrela			
6198	Yumana	STAR	uúeté	u ú e t é	16	42	u ú e t é	estrela			Ramirez 2020
6241	Passé	STAR	kethé	k e tʰ é	17	42	k e tʰ é	estrela			Ramirez 2020
1104	Achagua	DOG	auli	a u l i	1	190	- a u l i - -		2009	dog	Ramirez 2001
1116	Baniwa	DOG	tsiino	ts ii n o	2	187	ts ii n o		2009	dog	Ramirez 2001
1128	Baré	DOG		tʃ i n u	3	187	tʃ i n u		2009	dog	Oliveira 93
1140	Kabiyari	DOG	t∫aawi	t∫ aa w i	4	189	t∫ aa w i		2009	dog	Epps
